Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value,activity_nM,activity_M,pActivity,binding_label
CHEMBL182442,,,274.23,0.0,-0.21,5-OH-Thal,O=C1CCC(N2C(=O)c3ccc(O)cc3C2=O)C(=O)N1,IC50,'=',376.0,nM,6.42,,,UO_0000065,23.43,0.44,6.63,6.19,0,CHEMBL5256274,Displacement of fluorescent tracer from NanoLuc-tagged CRBN (unknown origin) by NanoBRET assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5252640,1,Scientific Literature,RSC Med Chem,2023,,,BINDING AGENT,,376.0,376.0,3.7600000000000003e-07,6.424812155072339,1
CHEMBL296118,,,259.26,0.0,0.03,7-NH2-EM12,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,IC50,'=',2900.0,nM,5.54,,,UO_0000065,21.36,0.4,5.51,5.99,0,CHEMBL5256274,Displacement of fluorescent tracer from NanoLuc-tagged CRBN (unknown origin) by NanoBRET assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5252640,1,Scientific Literature,RSC Med Chem,2023,,,BINDING AGENT,,2.9,2900.0,2.9e-06,5.5376020021010435,0
CHEMBL5438915,,,189.21,0.0,1.21,PG,O=C1CCC(c2ccccc2)C(=O)N1,IC50,'=',2191.0,nM,5.66,,,UO_0000065,29.91,0.55,4.45,12.26,1,CHEMBL5504463,Inhibition of CRBN (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5500406,1,Scientific Literature,J Med Chem,2024,,,INHIBITOR,,2.191,2191.0,2.1910000000000003e-06,5.659357622439295,0
CHEMBL3693969,,,476.38,0.0,4.53,MI-2103,CNC(=O)[C@@H]1NC2(CCCCC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,IC50,'>',10.0,nM,,,,UO_0000065,,,,,0,CHEMBL4323221,Binding affinity to cereblon in human RV4:11/IRMI-2 cells harboring p53 hotspot mutation Y236H/R249G assessed as cell growth inhibition measured after 4 days,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL4321819,1,Scientific Literature,J Med Chem,2019,,,,,10.0,10.0,1e-08,8.0,1
CHEMBL4449512,,,774.72,2.0,6.07,MG-277,O=C1CCC(N2Cc3c(CCCCCNC(=O)[C@@H]4NC5(CCCCC5)[C@@]5(C(=O)Nc6cc(Cl)ccc65)[C@H]4c4cccc(Cl)c4F)cccc3C2=O)C(=O)N1,IC50,'=',418.9,nM,6.38,,,UO_0000065,8.23,0.16,0.31,4.67,0,CHEMBL4323233,Binding affinity to cereblon in human MDA-MB-468 cells assessed as reduction in cell growth inhibition measured after 4 days in presence of 10 uM lenalidomide,B,BAO_0000219,cell-based format,Homo sapiens,,,MDA-MB-468,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL4321819,1,Scientific Literature,J Med Chem,2019,CHEMBL3308424,,,,418.9,418.9,4.189e-07,6.377889639638781,1
CHEMBL5555710,,,370.15,0.0,1.59,8e,O=C1CCC2(CC(c3ccccc3I)=NO2)C(=O)N1,Ki,'=',11300.0,nM,4.95,,,UO_0000065,13.36,0.36,3.36,7.3,0,CHEMBL5524487,Binding affinity to human CRBN TBD assessed as inhibition constant using BODIPY-uracil as substrate by Microscale thermophoresis assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5523700,1,Scientific Literature,Eur J Med Chem,2024,,,BINDING AGENT,,11.3,11300.0,1.13e-05,4.94692155651658,0
CHEMBL5590084,,,299.33,0.0,0.39,12; TX-11-Me,CN1Cc2cc3c(cc2C1)C(=O)N(C1CCC(=O)NC1=O)C3,Ki,'=',2700.0,nM,5.57,,,UO_0000065,18.6,0.35,5.18,7.99,0,CHEMBL5579174,Binding affinity to GST-tagged wild-type human CRBN incubated for 3 hrs by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5576143,1,Scientific Literature,J Med Chem,2024,,TIME = 3.0 hr,BINDING AGENT,,2.7,2700.0,2.7e-06,5.568636235841013,0
CHEMBL5575710,,,819.91,3.0,5.36,34; CBPD-266,CC(=O)N1CCc2c(c(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)nn2[C@H]2CC[C@@H](CN3Cc4cc5c(cc4C3)C(=O)N(C3CCC(=O)NC3=O)C5=O)CC2)C1,IC50,'=',2.8,nM,8.55,,,UO_0000065,10.43,0.19,3.19,5.86,0,CHEMBL5545575,Binding affinity to GST-tagged human CRBN by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5543112,1,Scientific Literature,J Med Chem,2024,,,DEGRADER,,2.8,2.8,2.8e-09,8.55284196865778,1
CHEMBL4785363,INOBRODIB,1.0,534.61,2.0,6.97,4; CCS1477,CO[C@H]1CC[C@H](n2c([C@@H]3CCCC(=O)N3c3ccc(F)c(F)c3)nc3cc(-c4c(C)noc4C)ccc32)CC1,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,0,CHEMBL5517055,Inhibition of biotinylated thalidomide binding to CRBN (40 to 442 residues) (unknown origin) incubated for 1 hrs by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5512685,1,Scientific Literature,J Med Chem,2024,,TIME = 1.0 hr,,,100.0,100000.0,0.0001,4.0,0
CHEMBL5428083,,,235.31,0.0,1.83,14a,O=C1CCC(CSc2ccccc2)C(=O)N1,Ki,'=',7100.0,nM,5.15,,,UO_0000065,21.88,0.44,3.32,11.15,0,CHEMBL5355404,Binding affinity to human CRBN thalidomide binding domain assessed as inhibition constant by microscale thermophoresis analysis,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5352463,1,Scientific Literature,Eur J Med Chem,2023,,,BINDING AGENT,,7.1,7100.0,7.100000000000001e-06,5.1487416512809245,0
CHEMBL5435385,,,236.3,0.0,1.23,14n,O=C1CCC(CSc2ccccn2)C(=O)N1,Ki,'=',7800.0,nM,5.11,,,UO_0000065,21.62,0.44,3.88,8.65,0,CHEMBL5355404,Binding affinity to human CRBN thalidomide binding domain assessed as inhibition constant by microscale thermophoresis analysis,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5352463,1,Scientific Literature,Eur J Med Chem,2023,,,BINDING AGENT,,7.8,7800.0,7.8e-06,5.107905397309519,0
CHEMBL5437759,,,304.2,0.0,0.78,6,O=C1CCC(NC(=O)c2cc(F)c(F)c(F)c2F)C(=O)N1,Ki,'=',30400.0,nM,4.52,,,UO_0000065,14.85,0.29,3.74,6.0,1,CHEMBL5577336,Binding affinity to human CRBN TBD (319 to 425 residues) assessed as inhibition constant by MST assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5576087,1,Scientific Literature,Bioorg Med Chem Lett,2024,,,BINDING AGENT,,30.4,30400.0,3.04e-05,4.517126416391246,0
CHEMBL5408743,,,922.02,2.0,3.22,PTD10,C[C@H]1CN(C(=O)CNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1,IC50,'=',107.0,nM,6.97,,,UO_0000065,7.56,0.14,3.75,3.11,0,CHEMBL5342660,Inhibition of CRBN in HEK293 cells using NanoGlo substrate incubated for 2 hrs by NanoBRET assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5338787,1,Scientific Literature,J Med Chem,2023,,TIME = 2.0 hr,INHIBITOR,,107.0,107.0,1.07e-07,6.97061622231479,1
CHEMBL5420894,,,375.37,0.0,-0.72,297,O=C1CCC(N2Cc3ccc(S(=O)(=O)n4cncn4)cc3C2=O)C(=O)N1,IC50,'~',78.0,nM,,,,UO_0000065,,,,,0,CHEMBL5515863,Inhibition of CRBN (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5512664,1,Scientific Literature,J Med Chem,2024,,,INHIBITOR,,78.0,78.0,7.800000000000001e-08,7.107905397309519,1
CHEMBL5074539,,,887.08,2.0,4.86,13,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3nc(Nc4ccc(C(=O)NCCCN5CCC6(CC5)CCN(c5ccc(C7CCC(=O)NC7=O)cc5)CC6)cc4)nc4[nH]ccc34)cn2)C1,IC50,'=',15.0,nM,7.82,,,UO_0000065,8.82,0.17,2.96,3.65,0,CHEMBL5050108,Binding affinity to CRBN (unknown origin) measured by Fluorescent Polarization assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5046306,1,Scientific Literature,ACS Med Chem Lett,2022,,,DEGRADER,,15.0,15.0,1.5000000000000002e-08,7.823908740944319,1
CHEMBL4639892,,,298.3,0.0,0.35,24,Nc1ccnc2c(C(=O)NC3CCC(=O)NC3=O)cccc12,Ki,'=',2200.0,nM,5.66,,,UO_0000065,18.97,0.35,5.31,4.95,0,CHEMBL4618786,Binding affinity to CBRN (unknown origin) incubated for 60 mins by lenalidomide displacement assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL4616687,1,Scientific Literature,ACS Med Chem Lett,2020,,,,,2.2,2200.0,2.2e-06,5.657577319177793,0
CHEMBL5557630,,,864.87,3.0,6.75,19,CN(CCCO[C@H]1C[C@H](Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)C1)C[C@H]1CC[C@H](n2cc3cc(NC(=O)c4cccc(C(F)(F)F)n4)c(C(F)F)cc3n2)CC1,IC50,'=',24.0,nM,7.62,,,UO_0000065,8.81,0.17,0.87,4.54,0,CHEMBL5525798,Binding affinity to CRBN (unknown origin) by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,,,OCI-Ly10,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5523727,1,Scientific Literature,J Med Chem,2024,,,BINDING AGENT,,24.0,24.0,2.4000000000000003e-08,7.619788758288394,1
CHEMBL5092577,,,844.91,2.0,2.64,4,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3nc(Nc4ccc(C(=O)NC5CCN(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)cc4)nc4[nH]ccc34)cn2)C1,IC50,'=',20.2,nM,7.7,,,UO_0000065,9.11,0.17,5.05,3.1,0,CHEMBL5050108,Binding affinity to CRBN (unknown origin) measured by Fluorescent Polarization assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5046306,1,Scientific Literature,ACS Med Chem Lett,2022,,,DEGRADER,,20.2,20.2,2.02e-08,7.694648630553377,1
CHEMBL5082136,,,764.87,2.0,3.95,7,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3nc(Nc4ccc(C(=O)NCCCCOc5ccc(C6CCC(=O)NC6=O)cc5)cc4)nc4[nH]ccc34)cn2)C1,IC50,'=',19.6,nM,7.71,,,UO_0000065,10.08,0.19,3.76,3.55,0,CHEMBL5050108,Binding affinity to CRBN (unknown origin) measured by Fluorescent Polarization assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5046306,1,Scientific Literature,ACS Med Chem Lett,2022,,,DEGRADER,,19.6,19.6,1.9600000000000003e-08,7.707743928643524,1
CHEMBL5094176,,,775.9,2.0,3.76,9,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3nc(Nc4ccc(C(=O)NC5CCN(c6ccc(C7CCC(=O)NC7=O)cc6)CC5)cc4)nc4[nH]ccc34)cn2)C1,IC50,'=',1045.0,nM,5.98,,,UO_0000065,7.71,0.15,2.22,2.83,0,CHEMBL5050108,Binding affinity to CRBN (unknown origin) measured by Fluorescent Polarization assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5046306,1,Scientific Literature,ACS Med Chem Lett,2022,,,DEGRADER,,1045.0,1045.0,1.0450000000000002e-06,5.980883709552927,0
CHEMBL4798668,,,864.06,2.0,2.96,22,CC(C)c1ccn2ncnc(N[C@H]3CC[C@@H](N4CCN(C(=O)CCC(=O)N5CCC(CN6CCN(c7ccc8c(c7)C(=O)N(C7CCC(=O)NC7=O)C8=O)CC6)CC5)CC4)CC3)c12,IC50,'=',1200.0,nM,5.92,,,UO_0000065,6.85,0.13,2.96,3.36,0,CHEMBL4729458,Inhibition of CRBN (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL4725370,1,Scientific Literature,J Med Chem,2020,,,INHIBITOR,,1.2,1200.0,1.2000000000000002e-06,5.920818753952375,0
CHEMBL468,THALIDOMIDE,4.0,258.23,0.0,0.09,Thal,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,IC50,'=',1490.0,nM,5.83,,,UO_0000065,22.56,0.42,5.74,6.97,0,CHEMBL5256274,Displacement of fluorescent tracer from NanoLuc-tagged CRBN (unknown origin) by NanoBRET assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5252640,1,Scientific Literature,RSC Med Chem,2023,,,BINDING AGENT,,1.49,1490.0,1.4900000000000001e-06,5.826813731587726,0
CHEMBL40206,,,259.26,0.0,0.03,5-NH2-EM12,Nc1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O,IC50,'=',382.0,nM,6.42,,,UO_0000065,24.75,0.46,6.39,6.94,0,CHEMBL5256274,Displacement of fluorescent tracer from NanoLuc-tagged CRBN (unknown origin) by NanoBRET assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5252640,1,Scientific Literature,RSC Med Chem,2023,,,BINDING AGENT,,382.0,382.0,3.82e-07,6.4179366370882915,1
CHEMBL3763941,,,113.12,0.0,-0.19,13,O=C1CCCC(=O)N1,Ki,'=',28000.0,nM,4.55,,,UO_0000065,40.25,0.78,4.74,9.86,0,CHEMBL5340015,Binding affinity to CRBN (unknown origin) assessed as inhibition constant by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5338729,1,Scientific Literature,J Med Chem,2023,,,INHIBITOR,,28.0,28000.0,2.8000000000000003e-05,4.552841968657781,0
CHEMBL1259059,SOFOSBUVIR,4.0,529.46,1.0,1.66,Sofosbuvir,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1,IC50,'>',1000000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL4679656,Binding affinity to human CRBN-thalidomide binding domain expressed in Escherichia coli by measuring baseline corrected normalized fluorescence by MST based assay,B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL4673389,1,Scientific Literature,ACS Med Chem Lett,2021,,,,,1000.0,1000000.0,0.001,3.0,0
CHEMBL12193,,,99.13,0.0,0.29,14,O=C1CCCCN1,Ki,'=',146000.0,nM,3.84,,,UO_0000065,38.69,0.75,3.55,13.18,0,CHEMBL5340015,Binding affinity to CRBN (unknown origin) assessed as inhibition constant by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5338729,1,Scientific Literature,J Med Chem,2023,,,INHIBITOR,,146.0,146000.0,0.000146,3.835647144215563,0
CHEMBL1232394,,,114.1,0.0,-0.78,17,O=C1CCNC(=O)N1,Ki,'=',88000.0,nM,4.06,,,UO_0000065,35.54,0.69,4.84,6.97,0,CHEMBL5340015,Binding affinity to CRBN (unknown origin) assessed as inhibition constant by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5338729,1,Scientific Literature,J Med Chem,2023,,,INHIBITOR,,88.0,88000.0,8.800000000000001e-05,4.055517327849831,0
CHEMBL5560913,,,762.79,2.0,4.59,7,CC(C)(O)c1cc2nn(CCCCCNCCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)cc2cc1NC(=O)c1cccc(C(F)(F)F)n1,IC50,'=',79.0,nM,7.1,,,UO_0000065,9.31,0.18,2.51,3.78,0,CHEMBL5525798,Binding affinity to CRBN (unknown origin) by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,,,OCI-Ly10,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5523727,1,Scientific Literature,J Med Chem,2024,,,BINDING AGENT,,79.0,79.0,7.9e-08,7.102372908709558,1
CHEMBL5568202,,,872.95,3.0,6.04,16,CN(CCCO[C@H]1C[C@H](Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)C1)C[C@H]1CC[C@H](n2cc3cc(NC(=O)c4cccc(C(F)(F)F)n4)c(C(C)(C)O)cc3n2)CC1,IC50,'=',21.0,nM,7.68,,,UO_0000065,8.8,0.17,1.64,4.08,0,CHEMBL5525798,Binding affinity to CRBN (unknown origin) by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,,,OCI-Ly10,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5523727,1,Scientific Literature,J Med Chem,2024,,,BINDING AGENT,,21.0,21.0,2.1000000000000003e-08,7.6777807052660805,1
CHEMBL468,THALIDOMIDE,4.0,258.23,0.0,0.09,Thalidomide,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,Ki,'=',8500.0,nM,5.07,,,UO_0000065,19.64,0.36,4.98,6.07,1,CHEMBL5524487,Binding affinity to human CRBN TBD assessed as inhibition constant using BODIPY-uracil as substrate by Microscale thermophoresis assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5523700,1,Scientific Literature,Eur J Med Chem,2024,,,BINDING AGENT,,8.5,8500.0,8.5e-06,5.070581074285707,0
CHEMBL4855690,,,770.83,3.0,5.61,d4E-3,O=C1CCC(N2C(=O)c3cccc(NCCCCNC(=O)/C(=NNc4nc(-c5ccc(-c6ccccc6)cc5)cs4)c4ccccc4[N+](=O)[O-])c3C2=O)C(=O)N1,IC50,'=',13000.0,nM,4.89,,,UO_0000065,6.34,0.12,-0.72,2.38,0,CHEMBL4822135,Binding affinity to Cereblon in human Flp293T cells transfected with BRD4(BD2)-GFP fusion protein and mCherry reporter assessed as inhibition of dBET6-induced BRD4(BD2) degradation after 5 hrs fluorescence based analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,Flp-In-293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL4819099,1,Scientific Literature,Eur J Med Chem,2021,,TIME = 5.0 hr,BINDING AGENT,,13.0,13000.0,1.3000000000000001e-05,4.886056647693163,0
CHEMBL5559414,,,334.33,0.0,1.01,8j,COc1ccc(C2=NOC3(CCC(=O)NC3=O)C2)c(OC)c1OC,Ki,'=',19300.0,nM,4.71,,,UO_0000065,14.1,0.27,3.7,4.94,0,CHEMBL5524487,Binding affinity to human CRBN TBD assessed as inhibition constant using BODIPY-uracil as substrate by Microscale thermophoresis assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5523700,1,Scientific Literature,Eur J Med Chem,2024,,,BINDING AGENT,,19.3,19300.0,1.93e-05,4.714442690992226,0
CHEMBL5559886,,,288.26,0.0,0.68,8k,O=C1CCC2(CC(c3ccc(C(=O)O)cc3)=NO2)C(=O)N1,Ki,'=',20400.0,nM,4.69,,,UO_0000065,16.27,0.31,4.01,4.46,0,CHEMBL5524487,Binding affinity to human CRBN TBD assessed as inhibition constant using BODIPY-uracil as substrate by Microscale thermophoresis assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5523700,1,Scientific Literature,Eur J Med Chem,2024,,,BINDING AGENT,,20.4,20400.0,2.04e-05,4.690369832574101,0
CHEMBL5532417,,,806.81,2.0,3.21,11d,CC(=O)c1cc(C(=O)Nc2cc(CO)cc(-c3cnn(C)c3)c2F)c2cc(OCCCC(=O)NCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)ccn12,IC50,'=',1100.0,nM,5.96,,,UO_0000065,7.39,0.14,2.75,2.68,0,CHEMBL5517055,Inhibition of biotinylated thalidomide binding to CRBN (40 to 442 residues) (unknown origin) incubated for 1 hrs by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5512685,1,Scientific Literature,J Med Chem,2024,,TIME = 1.0 hr,INHIBITOR,,1.1,1100.0,1.1e-06,5.958607314841775,0
CHEMBL5575548,,,819.91,3.0,5.19,36; CBPD-240,CC(=O)N1CCc2c(c(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)nn2CC2CCC(N3Cc4cc5c(cc4C3)C(=O)N(C3CCC(=O)NC3=O)C5=O)CC2)C1,IC50,'=',1.1,nM,8.96,,,UO_0000065,10.93,0.2,3.77,6.14,0,CHEMBL5545575,Binding affinity to GST-tagged human CRBN by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5543112,1,Scientific Literature,J Med Chem,2024,,,DEGRADER,,1.1,1.1,1.1000000000000001e-09,8.958607314841775,1
CHEMBL5073737,,,764.87,2.0,3.95,8,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3nc(Nc4ccc(C(=O)NCCCCOc5cccc(C6CCC(=O)NC6=O)c5)cc4)nc4[nH]ccc34)cn2)C1,IC50,'=',19.0,nM,7.72,,,UO_0000065,10.09,0.19,3.77,3.56,0,CHEMBL5050108,Binding affinity to CRBN (unknown origin) measured by Fluorescent Polarization assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5046306,1,Scientific Literature,ACS Med Chem Lett,2022,,,DEGRADER,,19.0,19.0,1.9e-08,7.721246399047171,1
CHEMBL3693969,,,476.38,0.0,4.53,MI-2103,CNC(=O)[C@@H]1NC2(CCCCC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,IC50,'=',1470.0,nM,5.83,,,UO_0000065,12.24,0.25,1.3,8.31,0,CHEMBL4323220,Binding affinity to cereblon in human RV4:11 cells expressing wild type p53 assessed as cell growth inhibition measured after 4 days,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL4321819,1,Scientific Literature,J Med Chem,2019,,,,,1470.0,1470.0,1.4700000000000001e-06,5.8326826652518236,0
CHEMBL4449512,,,774.72,2.0,6.07,MG-277,O=C1CCC(N2Cc3c(CCCCCNC(=O)[C@@H]4NC5(CCCCC5)[C@@]5(C(=O)Nc6cc(Cl)ccc65)[C@H]4c4cccc(Cl)c4F)cccc3C2=O)C(=O)N1,IC50,'=',400.2,nM,6.4,,,UO_0000065,8.26,0.16,0.33,4.68,0,CHEMBL4323228,Binding affinity to cereblon in human RV4:11/IRMI-2 cells harboring p53 hotspot mutation Y236H/R249G assessed as reduction in cell growth inhibition measured after 4 days in presence of 30 uM lenalidomide,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL4321819,1,Scientific Literature,J Med Chem,2019,,,,,400.2,400.2,4.002e-07,6.3977229156998074,1
CHEMBL4449512,,,774.72,2.0,6.07,MG-277,O=C1CCC(N2Cc3c(CCCCCNC(=O)[C@@H]4NC5(CCCCC5)[C@@]5(C(=O)Nc6cc(Cl)ccc65)[C@H]4c4cccc(Cl)c4F)cccc3C2=O)C(=O)N1,IC50,'=',210.5,nM,6.68,,,UO_0000065,8.62,0.17,0.61,4.88,0,CHEMBL4323225,Binding affinity to cereblon in human RV4:11 cells expressing wild type p53 assessed as reduction in cell growth inhibition measured after 4 days in presence of 30 uM lenalidomide,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL4321819,1,Scientific Literature,J Med Chem,2019,,,,,210.5,210.5,2.105e-07,6.676747899828313,1
CHEMBL848,LENALIDOMIDE,4.0,259.26,0.0,0.03,Lenalidomide,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,Ki,'=',800.0,nM,6.1,,,UO_0000065,23.52,0.44,6.07,6.59,0,CHEMBL5579174,Binding affinity to GST-tagged wild-type human CRBN incubated for 3 hrs by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5576143,1,Scientific Literature,J Med Chem,2024,,TIME = 3.0 hr,BINDING AGENT,,0.8,800.0,8.000000000000001e-07,6.096910013008056,1
