"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL6102889";"";"None";"928.06";"2";"4.59";"31";"CCOc1cc(-c2ccc(N3CCC(CN4CCN(C(=O)CCN5CCN(c6cccc(C7CCC(=O)NC7=O)c6)CC5)CC4)(NC(=O)c4cc(F)ccc4F)CC3)nc2)c2c(C#N)cnn2c1";"IC50";"'='";"2029.0";"nM";"5.69";"";"";"UO_0000065";"6.13";"0.11";"1.10";"3.31";"0";"CHEMBL6075859";"Binding affinity to CRBN (unknown origin) transfected in HEK293 cells incubated for 2 hrs by NanoBRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL6074657";"1";"Scientific Literature";"J Med Chem";"2024";"None";"TIME = 2.0 hr";"BINDING AGENT";"";"2029.0"
"CHEMBL6143967";"";"None";"956.07";"2";"4.93";"32";"CCOc1cc(-c2ccc(N3CCC(CN(C)C(=O)CCCCN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6)CC4)(NC(=O)c4cc(F)ccc4F)CC3)nc2)c2c(C#N)cnn2c1";"IC50";"'='";"109.7";"nM";"6.96";"";"";"UO_0000065";"7.28";"0.14";"2.03";"3.69";"0";"CHEMBL6075859";"Binding affinity to CRBN (unknown origin) transfected in HEK293 cells incubated for 2 hrs by NanoBRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL6074657";"1";"Scientific Literature";"J Med Chem";"2024";"None";"TIME = 2.0 hr";"BINDING AGENT";"";"109.7"
"CHEMBL6133093";"";"None";"1049.20";"None";"None";"34";"CCOc1cc(-c2ccc(N3CCC(CN4CCN(C(=O)C5CC6(C5)CC(N5CCN(c7ccc8c(c7)CN(C7CCC(=O)NC7=O)C8=O)CC5)C6)CC4)(NC(=O)c4cc(F)ccc4F)CC3)nc2)c2c(C#N)cnn2c1";"IC50";"'='";"44.4";"nM";"7.35";"";"";"UO_0000065";"7.01";"None";"None";"None";"0";"CHEMBL6075859";"Binding affinity to CRBN (unknown origin) transfected in HEK293 cells incubated for 2 hrs by NanoBRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL6074657";"1";"Scientific Literature";"J Med Chem";"2024";"None";"TIME = 2.0 hr";"BINDING AGENT";"";"44.4"
"CHEMBL6132852";"";"None";"994.16";"3";"5.75";"37";"CCOc1cc(-c2ccc(N3CCC(CN4CCC(CN5CC(N6CCC(c7ccc8c(c7)C(=O)N(C7CCC(=O)NC7=O)C8)CC6)C5)CC4)(NC(=O)c4cc(F)ccc4F)CC3)nc2)c2c(C#N)cnn2c1";"IC50";"'='";"251.3";"nM";"6.60";"";"";"UO_0000065";"6.64";"0.12";"0.85";"3.84";"0";"CHEMBL6075859";"Binding affinity to CRBN (unknown origin) transfected in HEK293 cells incubated for 2 hrs by NanoBRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL6074657";"1";"Scientific Literature";"J Med Chem";"2024";"None";"TIME = 2.0 hr";"BINDING AGENT";"";"251.3"
"CHEMBL6143118";"";"None";"1008.14";"None";"None";"39";"CCOc1cc(-c2ccc(N3CCC(CN4CCN(C(=O)C5CC(N6CCC(c7ccc8c(c7)C(=O)N(C7CCC(=O)NC7=O)C8)CC6)C5)CC4)(NC(=O)c4cc(F)ccc4F)CC3)nc2)c2c(C#N)cnn2c1";"IC50";"'='";"59.7";"nM";"7.22";"";"";"UO_0000065";"7.17";"None";"None";"None";"0";"CHEMBL6075859";"Binding affinity to CRBN (unknown origin) transfected in HEK293 cells incubated for 2 hrs by NanoBRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL6074657";"1";"Scientific Literature";"J Med Chem";"2024";"None";"TIME = 2.0 hr";"BINDING AGENT";"";"59.7"
"CHEMBL5404650";"";"None";"315.25";"0";"0.82";"11b";"Nc1ccc(C(=O)NC2CCC(=O)NC2=O)c(C(F)(F)F)c1";"IC50";"'='";"87000.0";"nM";"4.06";"";"";"UO_0000065";"12.88";"0.25";"3.24";"4.01";"0";"CHEMBL5374907";"Binding affinity to human CRBN TBD using BODIPY-uracil as substrate by MST assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5370657";"1";"Scientific Literature";"J Med Chem";"2023";"None";"";"BINDING AGENT";"";"87.0"
"CHEMBL5427990";"";"None";"261.32";"0";"2.39";"21";"CCCCOc1ccc(C2CCC(=O)NC2=O)cc1";"IC50";"'='";"14000.0";"nM";"4.85";"";"";"UO_0000065";"18.57";"0.35";"2.46";"8.76";"0";"CHEMBL5374907";"Binding affinity to human CRBN TBD using BODIPY-uracil as substrate by MST assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5370657";"1";"Scientific Literature";"J Med Chem";"2023";"None";"";"BINDING AGENT";"";"14.0"
"CHEMBL5431343";"";"None";"329.36";"0";"1.30";"22";"CCCCNc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL5374907";"Binding affinity to human CRBN TBD using BODIPY-uracil as substrate by MST assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5370657";"1";"Scientific Literature";"J Med Chem";"2023";"None";"";"";"";""
"CHEMBL1594734";"";"None";"232.24";"0";"0.22";"6a";"O=C1CCC(NC(=O)c2ccccc2)C(=O)N1";"Ki";"'='";"63000.0";"nM";"4.20";"";"";"UO_0000065";"18.09";"0.34";"3.98";"5.58";"0";"CHEMBL5374908";"Binding affinity to human CRBN TBD assessed as inhibition constant using BODIPY-uracil as substrate by MST assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5370657";"1";"Scientific Literature";"J Med Chem";"2023";"None";"";"BINDING AGENT";"";"63.0"
"CHEMBL6147867";"";"None";"228.25";"0";"1.69";"24";"O=C1CCC(c2c[nH]c3ccccc23)C(=O)N1";"IC50";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"30.49";"0.56";"5.27";"11.23";"0";"CHEMBL6077521";"Binding affinity to CRBN (unknown origin) expressed in HEK293 cells incubated for 30 mins in presence of tracer by NanoBRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL6074698";"1";"Scientific Literature";"ACS Med Chem Lett";"2024";"None";"TIME = 0.5 hr";"BINDING AGENT";"";"0.11"
"CHEMBL6008002";"";"None";"191.19";"0";"0.53";"27";"O=C1CCN(c2ccccn2)C(=O)N1";"IC50";"'='";"40000.0";"nM";"4.40";"";"";"UO_0000065";"23.00";"0.43";"3.87";"7.06";"0";"CHEMBL6077521";"Binding affinity to CRBN (unknown origin) expressed in HEK293 cells incubated for 30 mins in presence of tracer by NanoBRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL6074698";"1";"Scientific Literature";"ACS Med Chem Lett";"2024";"None";"TIME = 0.5 hr";"BINDING AGENT";"";"40.0"
"CHEMBL5792038";"";"None";"342.36";"0";"0.98";"BDBM594646";"COC(=O)c1cccc2nc(N3CCC4(CCC(=O)NC4=O)C3)[nH]c12";"k_off";"'='";"";"s-1";"";"";"1260314";"";"";"";"";"";"0";"CHEMBL5739073";"Fluorescence Direct Binding Asaay: Determination of the affinities of compounds to protein containing one or more tryptophan is measurable by monitoring the fluorescence emission in direct mode. The measurements, depending on the protein available amounts, were performed either manually in a cuvette on ISS-PCI photon counting spectrofluorometer or automatically in well plates on a fluorescence plate reader device. Fluorescence titrations were performed at 20° C. in the chosen binding assay buffer by using a defined constant protein concentration against ligand concentration variations. Small aliquots of known ligand concentration solubilized in DMSO were added and the fluorescence, excited at 280 nm, was recorded at 340 nm. The fluorescence intensity was corrected for protein dilution and for the filter effect (Birdsall, B., King, R. W., Wheeler, M. R., Lewis, C. A. Jr, Goode, S. R., Dunlap, R. B. & Roberts, G. C. (1983). Anal. Biochem.132, 353-361). The corrected fluorescence intensity was plotted against the ligand concentration and fitted using a four-parameter sigmoidal function from which the equilibrium dissociation constant Kd was computed using the law of mass action assuming a 1:1 proteinligand complex (Eftink, Methods Enzymol. 1997; 278:221-57). The process includes:Optimization of measurement parameters to minimize protein consumption and to minimize the dilution effect and the DMSO content. Titration measurements of the protein against ligand by at least 12 titration steps to obtain an s-curve fit. Repeat the same titration measurements with the ligand alone to enable correction. Check the stability of the protein once by titration against DMSO alone. Determination of the molar extinction coefficients of the ligand at 280 and 340 nm with help of an UV-spectrophotometer. Use Excel template for the correction of the measured raw data. Use GraphPad Prism software for the quadratic binding fit and the KD evaluation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729603";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
"CHEMBL5764373";"";"None";"295.34";"0";"1.87";"BDBM594648";"O=C1CCC2(CCN(c3ccc4ccccc4n3)C2)C(=O)N1";"Kd";"'='";"6.0";"nM";"8.22";"";"1260316";"UO_0000065";"27.84";"0.51";"6.35";"13.20";"0";"CHEMBL5739073";"Fluorescence Direct Binding Asaay: Determination of the affinities of compounds to protein containing one or more tryptophan is measurable by monitoring the fluorescence emission in direct mode. The measurements, depending on the protein available amounts, were performed either manually in a cuvette on ISS-PCI photon counting spectrofluorometer or automatically in well plates on a fluorescence plate reader device. Fluorescence titrations were performed at 20° C. in the chosen binding assay buffer by using a defined constant protein concentration against ligand concentration variations. Small aliquots of known ligand concentration solubilized in DMSO were added and the fluorescence, excited at 280 nm, was recorded at 340 nm. The fluorescence intensity was corrected for protein dilution and for the filter effect (Birdsall, B., King, R. W., Wheeler, M. R., Lewis, C. A. Jr, Goode, S. R., Dunlap, R. B. & Roberts, G. C. (1983). Anal. Biochem.132, 353-361). The corrected fluorescence intensity was plotted against the ligand concentration and fitted using a four-parameter sigmoidal function from which the equilibrium dissociation constant Kd was computed using the law of mass action assuming a 1:1 proteinligand complex (Eftink, Methods Enzymol. 1997; 278:221-57). The process includes:Optimization of measurement parameters to minimize protein consumption and to minimize the dilution effect and the DMSO content. Titration measurements of the protein against ligand by at least 12 titration steps to obtain an s-curve fit. Repeat the same titration measurements with the ligand alone to enable correction. Check the stability of the protein once by titration against DMSO alone. Determination of the molar extinction coefficients of the ligand at 280 and 340 nm with help of an UV-spectrophotometer. Use Excel template for the correction of the measured raw data. Use GraphPad Prism software for the quadratic binding fit and the KD evaluation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729603";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";"6.0"
"CHEMBL5893160";"";"None";"345.40";"0";"1.67";"BDBM594657";"CC(C)(C)OC(=O)c1ccc(N2CCC3(CCC(=O)NC3=O)C2)nc1";"kon";"'='";"";"";"";"";"1260325";"";"";"";"";"";"0";"CHEMBL5739073";"Fluorescence Direct Binding Asaay: Determination of the affinities of compounds to protein containing one or more tryptophan is measurable by monitoring the fluorescence emission in direct mode. The measurements, depending on the protein available amounts, were performed either manually in a cuvette on ISS-PCI photon counting spectrofluorometer or automatically in well plates on a fluorescence plate reader device. Fluorescence titrations were performed at 20° C. in the chosen binding assay buffer by using a defined constant protein concentration against ligand concentration variations. Small aliquots of known ligand concentration solubilized in DMSO were added and the fluorescence, excited at 280 nm, was recorded at 340 nm. The fluorescence intensity was corrected for protein dilution and for the filter effect (Birdsall, B., King, R. W., Wheeler, M. R., Lewis, C. A. Jr, Goode, S. R., Dunlap, R. B. & Roberts, G. C. (1983). Anal. Biochem.132, 353-361). The corrected fluorescence intensity was plotted against the ligand concentration and fitted using a four-parameter sigmoidal function from which the equilibrium dissociation constant Kd was computed using the law of mass action assuming a 1:1 proteinligand complex (Eftink, Methods Enzymol. 1997; 278:221-57). The process includes:Optimization of measurement parameters to minimize protein consumption and to minimize the dilution effect and the DMSO content. Titration measurements of the protein against ligand by at least 12 titration steps to obtain an s-curve fit. Repeat the same titration measurements with the ligand alone to enable correction. Check the stability of the protein once by titration against DMSO alone. Determination of the molar extinction coefficients of the ligand at 280 and 340 nm with help of an UV-spectrophotometer. Use Excel template for the correction of the measured raw data. Use GraphPad Prism software for the quadratic binding fit and the KD evaluation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729603";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
"CHEMBL5893160";"";"None";"345.40";"0";"1.67";"BDBM594657";"CC(C)(C)OC(=O)c1ccc(N2CCC3(CCC(=O)NC3=O)C2)nc1";"k_off";"'='";"";"s-1";"";"";"1260325";"";"";"";"";"";"0";"CHEMBL5739073";"Fluorescence Direct Binding Asaay: Determination of the affinities of compounds to protein containing one or more tryptophan is measurable by monitoring the fluorescence emission in direct mode. The measurements, depending on the protein available amounts, were performed either manually in a cuvette on ISS-PCI photon counting spectrofluorometer or automatically in well plates on a fluorescence plate reader device. Fluorescence titrations were performed at 20° C. in the chosen binding assay buffer by using a defined constant protein concentration against ligand concentration variations. Small aliquots of known ligand concentration solubilized in DMSO were added and the fluorescence, excited at 280 nm, was recorded at 340 nm. The fluorescence intensity was corrected for protein dilution and for the filter effect (Birdsall, B., King, R. W., Wheeler, M. R., Lewis, C. A. Jr, Goode, S. R., Dunlap, R. B. & Roberts, G. C. (1983). Anal. Biochem.132, 353-361). The corrected fluorescence intensity was plotted against the ligand concentration and fitted using a four-parameter sigmoidal function from which the equilibrium dissociation constant Kd was computed using the law of mass action assuming a 1:1 proteinligand complex (Eftink, Methods Enzymol. 1997; 278:221-57). The process includes:Optimization of measurement parameters to minimize protein consumption and to minimize the dilution effect and the DMSO content. Titration measurements of the protein against ligand by at least 12 titration steps to obtain an s-curve fit. Repeat the same titration measurements with the ligand alone to enable correction. Check the stability of the protein once by titration against DMSO alone. Determination of the molar extinction coefficients of the ligand at 280 and 340 nm with help of an UV-spectrophotometer. Use Excel template for the correction of the measured raw data. Use GraphPad Prism software for the quadratic binding fit and the KD evaluation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729603";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
"CHEMBL5788754";"";"None";"330.34";"0";"0.74";"BDBM594661";"COC(=O)c1ccc(C(=O)N2CCC3(CCC(=O)NC3=O)C2)cc1";"kon";"'='";"";"";"";"";"1260329";"";"";"";"";"";"0";"CHEMBL5739073";"Fluorescence Direct Binding Asaay: Determination of the affinities of compounds to protein containing one or more tryptophan is measurable by monitoring the fluorescence emission in direct mode. The measurements, depending on the protein available amounts, were performed either manually in a cuvette on ISS-PCI photon counting spectrofluorometer or automatically in well plates on a fluorescence plate reader device. Fluorescence titrations were performed at 20° C. in the chosen binding assay buffer by using a defined constant protein concentration against ligand concentration variations. Small aliquots of known ligand concentration solubilized in DMSO were added and the fluorescence, excited at 280 nm, was recorded at 340 nm. The fluorescence intensity was corrected for protein dilution and for the filter effect (Birdsall, B., King, R. W., Wheeler, M. R., Lewis, C. A. Jr, Goode, S. R., Dunlap, R. B. & Roberts, G. C. (1983). Anal. Biochem.132, 353-361). The corrected fluorescence intensity was plotted against the ligand concentration and fitted using a four-parameter sigmoidal function from which the equilibrium dissociation constant Kd was computed using the law of mass action assuming a 1:1 proteinligand complex (Eftink, Methods Enzymol. 1997; 278:221-57). The process includes:Optimization of measurement parameters to minimize protein consumption and to minimize the dilution effect and the DMSO content. Titration measurements of the protein against ligand by at least 12 titration steps to obtain an s-curve fit. Repeat the same titration measurements with the ligand alone to enable correction. Check the stability of the protein once by titration against DMSO alone. Determination of the molar extinction coefficients of the ligand at 280 and 340 nm with help of an UV-spectrophotometer. Use Excel template for the correction of the measured raw data. Use GraphPad Prism software for the quadratic binding fit and the KD evaluation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729603";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
"CHEMBL5988841";"";"None";"290.28";"0";"0.62";"BDBM594663";"O=C1CCC2(CCN(c3ccc([N+](=O)[O-])cn3)C2)C(=O)N1";"kon";"'='";"";"";"";"";"1260331";"";"";"";"";"";"0";"CHEMBL5739073";"Fluorescence Direct Binding Asaay: Determination of the affinities of compounds to protein containing one or more tryptophan is measurable by monitoring the fluorescence emission in direct mode. The measurements, depending on the protein available amounts, were performed either manually in a cuvette on ISS-PCI photon counting spectrofluorometer or automatically in well plates on a fluorescence plate reader device. Fluorescence titrations were performed at 20° C. in the chosen binding assay buffer by using a defined constant protein concentration against ligand concentration variations. Small aliquots of known ligand concentration solubilized in DMSO were added and the fluorescence, excited at 280 nm, was recorded at 340 nm. The fluorescence intensity was corrected for protein dilution and for the filter effect (Birdsall, B., King, R. W., Wheeler, M. R., Lewis, C. A. Jr, Goode, S. R., Dunlap, R. B. & Roberts, G. C. (1983). Anal. Biochem.132, 353-361). The corrected fluorescence intensity was plotted against the ligand concentration and fitted using a four-parameter sigmoidal function from which the equilibrium dissociation constant Kd was computed using the law of mass action assuming a 1:1 proteinligand complex (Eftink, Methods Enzymol. 1997; 278:221-57). The process includes:Optimization of measurement parameters to minimize protein consumption and to minimize the dilution effect and the DMSO content. Titration measurements of the protein against ligand by at least 12 titration steps to obtain an s-curve fit. Repeat the same titration measurements with the ligand alone to enable correction. Check the stability of the protein once by titration against DMSO alone. Determination of the molar extinction coefficients of the ligand at 280 and 340 nm with help of an UV-spectrophotometer. Use Excel template for the correction of the measured raw data. Use GraphPad Prism software for the quadratic binding fit and the KD evaluation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729603";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
